"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Andrelton Simmons","CHC","0.00","9.00","0.00","0.00","0.0%","11.1%","-11.1%",".625","6.00",".625","16.7%","1065","150","292","45.00","6.12","38.88","12.08","7.83","10847"
"Silvino Bracho","ATL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","151","150","0.00","6.12","-6.12","6.12","3.53","15051"
"Austin Wynns","SFG","0.00","9.00","0.00","0.00","0.0%","16.7%","-16.7%",".400","3.00",".400","33.3%","446","157","221","18.00","6.12","11.88","9.10","8.06","15271"
"Willians Astudillo","MIA","0.00","9.00","0.00","0.00","0.0%","25.0%","-25.0%",".000","1.00",".000","100.0%","0","154","150","0.00","6.12","-6.12","6.12","9.65","15608"
"Kody Clemens","DET","0.00","9.00","0.00","0.00","0.0%","14.3%","-14.3%",".500","4.00",".500","75.0%","234","155","272","9.00","6.12","2.88","10.59","8.54","20572"
"Trevor May","NYM","5.40","3.24","1.67","2.16","12.2%","7.3%","4.9%",".342","1.92",".355","60.6%","221","154","135","8.64","6.12","2.52","5.50","4.92","6398"
"Sean Newcomb","- - -","7.71","5.79","1.33","1.93","16.0%","12.0%","4.0%",".364","2.36",".412","52.1%","273","151","129","11.57","6.12","5.46","5.25","4.99","16943"
"Adrian Morejon","SDP","1.93","1.93","1.00","1.93","5.3%","5.3%","0.0%",".167","0.86",".125","38.5%","96","152","137","3.86","6.12","-2.26","5.57","5.53","20039"
"Damon Jones","PHI","9.64","9.64","1.00","0.00","19.2%","19.2%","0.0%",".222","1.93",".308","58.3%","228","146","180","9.64","6.12","3.53","7.39","5.69","23310"
"Aaron Fletcher","PIT","4.63","3.09","1.50","1.54","11.5%","7.7%","3.8%",".222","1.20",".216","56.3%","168","151","146","6.94","6.12","0.83","5.93","5.00","22052"
"Luis Frias","ARI","4.50","10.50","0.43","0.00","8.6%","20.0%","-11.4%",".370","2.83",".417","50.0%","317","152","209","13.50","6.12","7.38","8.60","7.32","21997"
"Parker Markel","OAK","9.00","15.00","0.60","0.00","23.1%","38.5%","-15.4%",".125","2.00",".200","100.0%","0","159","194","0.00","6.12","-6.12","7.61","9.51","12106"
"Jackson Tetreault","WSN","3.86","4.29","0.90","1.71","9.4%","10.4%","-1.0%",".267","1.57",".260","65.7%","121","149","143","5.14","6.16","-1.02","5.82","6.03","20565"
"Drew VerHagen","STL","7.20","5.85","1.23","1.80","16.7%","13.5%","3.1%",".280","1.80",".306","66.9%","157","157","135","6.30","6.22","0.08","5.48","5.14","13424"
"Kolby Allard","TEX","6.75","1.69","4.00","2.81","19.4%","4.8%","14.5%",".237","1.06",".214","80.0%","133","159","101","5.06","6.24","-1.18","4.04","3.88","18694"
"Reed Garrett","WSN","3.86","5.14","0.75","1.29","9.4%","12.5%","-3.1%",".259","1.57",".261","84.9%","61","152","160","2.57","6.26","-3.69","6.53","5.92","16866"
"Bryce Elder","ATL","5.68","6.63","0.86","1.42","13.8%","16.1%","-2.3%",".250","1.68",".263","79.9%","111","155","142","4.74","6.27","-1.54","5.79","6.11","27779"
"Jharel Cotton","MIN","6.75","4.76","1.42","1.99","17.7%","12.5%","5.2%",".195","1.24",".183","87.0%","83","161","143","3.18","6.34","-3.16","5.64","5.02","13654"
"Chad Smith","COL","5.40","10.80","0.50","0.00","9.5%","19.0%","-9.5%",".375","3.00",".429","36.4%","398","150","210","18.90","6.42","12.48","8.65","6.87","20190"
"Josh Rogers","WSN","4.10","3.76","1.09","2.05","10.6%","9.7%","0.9%",".235","1.33",".214","75.2%","121","155","146","5.13","6.42","-1.29","5.95","5.82","18510"
"Zach Logue","OAK","7.66","3.65","2.10","2.55","18.6%","8.8%","9.7%",".284","1.58",".297","82.8%","148","168","137","5.47","6.44","-0.97","5.41","5.01","20231"
"Jared Koenig","OAK","4.91","5.40","0.91","1.47","11.1%","12.2%","-1.1%",".276","1.75",".286","71.4%","173","168","157","6.38","6.44","-0.06","6.19","5.94","27517"
"Connor Seabold","BOS","11.42","3.12","3.67","3.12","25.0%","6.8%","18.2%",".375","2.08",".462","74.3%","207","166","101","8.31","6.46","1.85","4.03","3.61","19695"
"Miguel Sanchez","MIL","6.08","5.40","1.13","2.03","15.5%","13.8%","1.7%",".240","1.50",".237","82.3%","96","158","118","4.05","6.49","-2.44","4.80","4.87","20074"
"Taylor Widener","ARI","5.79","3.86","1.50","1.93","11.5%","7.7%","3.8%",".391","2.36",".421","66.0%","226","163","170","9.64","6.54","3.10","6.96","5.74","19266"
"Caleb Smith","ARI","8.76","5.68","1.54","2.37","21.3%","13.8%","7.5%",".242","1.58",".255","83.0%","117","163","133","4.97","6.56","-1.59","5.42","4.74","14875"
"Calvin Faucher","TBR","9.28","5.91","1.57","2.53","20.4%","13.0%","7.4%",".298","1.97",".333","65.5%","209","178","129","7.59","6.68","0.92","5.12","4.62","20116"
"Dinelson Lamet","SDP","10.80","7.56","1.43","2.16","23.8%","16.7%","7.1%",".294","2.04",".364","52.6%","242","167","141","9.72","6.72","3.00","5.74","4.86","17186"
"Aaron Brooks","STL","6.75","1.93","3.50","2.89","16.3%","4.7%","11.6%",".275","1.39",".267","61.2%","193","170","115","7.71","6.76","0.96","4.66","4.06","12272"
"Rico Garcia","BAL","3.00","0.00","1.00","3.00","8.3%","0.0%","8.3%",".250","1.00",".200","100.0%","77","163","138","3.00","6.78","-3.78","5.43","5.46","20023"
"Albert Abreu","- - -","8.66","9.17","0.94","1.53","20.7%","22.0%","-1.2%",".194","1.70",".214","97.1%","66","174","149","2.55","6.79","-4.25","5.85","5.90","17485"
"Vladimir Gutierrez","CIN","7.12","5.89","1.21","1.96","16.2%","13.4%","2.8%",".309","1.91",".339","69.4%","173","161","155","7.61","6.82","0.78","6.31","5.64","19278"
"Ray Kerr","SDP","5.40","7.20","0.75","1.80","14.3%","19.0%","-4.8%",".176","1.40",".154","35.7%","224","171","171","9.00","6.92","2.08","7.00","6.94","23809"
"Alexander Wells","BAL","14.73","0.00","6.00","4.91","37.5%","0.0%","37.5%",".313","1.36",".375","100.0%","126","166","45","4.91","6.93","-2.02","1.88","1.42","19845"
"Jack Flaherty","STL","6.75","10.13","0.67","1.13","14.3%","21.4%","-7.1%",".250","2.13",".280","72.3%","141","176","181","5.63","6.99","-1.37","7.42","7.14","17479"
"Chris Ellis","BAL","4.15","12.46","0.33","0.00","8.0%","24.0%","-16.0%",".278","2.54",".313","58.3%","266","169","224","10.38","7.04","3.35","8.76","8.36","16125"
"Sergio Romo","- - -","7.71","2.76","2.80","3.31","19.4%","6.9%","12.5%",".269","1.41",".255","68.5%","196","185","130","7.16","7.10","0.07","5.15","4.67","9817"
"Anderson Espinoza","CHC","13.50","6.75","2.00","2.25","31.6%","15.8%","15.8%",".143","1.25",".143","89.3%","106","174","123","4.50","7.12","-2.62","4.98","3.72","18593"
"Keynan Middleton","ARI","9.64","1.93","5.00","3.86","31.3%","6.3%","25.0%",".133","0.64",".000","100.0%","90","178","96","3.86","7.19","-3.33","3.85","3.36","15264"
"Elieser Hernandez","MIA","8.81","2.81","3.13","3.38","21.6%","6.9%","14.7%",".271","1.44",".269","69.0%","169","182","123","6.75","7.22","-0.47","4.99","4.30","16933"
"Ryan Burr","CHW","7.00","4.00","1.75","3.00","17.9%","10.3%","7.7%",".229","1.33",".200","64.1%","158","180","115","6.00","7.23","-1.23","4.55","4.36","17536"
"Matt Swarmer","CHC","9.79","3.56","2.75","3.56","25.2%","9.2%","16.0%",".244","1.35",".230","78.5%","126","177","103","5.34","7.27","-1.93","4.14","3.88","19705"
"Huascar Ynoa","ATL","10.80","8.10","1.33","2.70","21.6%","16.2%","5.4%",".355","2.55",".429","49.3%","316","180","118","13.50","7.32","6.18","4.76","5.05","20468"
"Trevor Kelley","MIL","9.00","3.32","2.71","3.32","22.1%","8.1%","14.0%",".260","1.42",".255","72.9%","157","178","117","6.63","7.33","-0.69","4.74","3.85","18454"
"Elvis Peguero","LAA","2.45","3.68","0.67","2.45","6.5%","9.7%","-3.2%",".321","1.64",".292","54.3%","223","183","132","8.59","7.34","1.25","5.22","5.40","21652"
"Mike Minor","CIN","6.82","2.84","2.40","3.13","16.8%","7.0%","9.8%",".285","1.48",".274","75.1%","155","173","133","6.82","7.35","-0.53","5.42","4.88","10021"
"Oliver Perez","ARI","2.25","2.25","1.00","2.25","4.2%","4.2%","0.0%",".364","2.25",".350","11.6%","369","183","182","15.75","7.37","8.38","7.47","5.77","1514"
"Travis Lakins Sr.","BAL","6.97","5.23","1.33","2.61","16.0%","12.0%","4.0%",".326","1.94",".344","59.5%","245","177","146","9.58","7.37","2.21","5.77","5.06","18600"
"Dauri Moreta","CIN","9.43","3.43","2.75","3.43","23.9%","8.7%","15.2%",".256","1.38",".250","70.7%","166","174","115","7.29","7.40","-0.12","4.65","3.78","21101"
"Francisco Perez","WSN","7.27","9.35","0.78","2.08","14.6%","18.8%","-4.2%",".333","2.54",".367","78.1%","171","184","168","7.27","7.62","-0.35","6.85","6.23","21018"
"Matt Reynolds","CIN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".429","2.25",".429","80.0%","154","179","266","6.75","7.62","-0.87","10.97","5.91","13788"
"Kyle Muller","ATL","10.13","20.25","0.50","0.00","15.8%","31.6%","-15.8%",".308","3.75",".400","30.0%","552","188","199","23.63","7.62","16.01","8.18","8.91","20167"
"Yohan Ramirez","- - -","9.58","6.10","1.57","2.61","21.6%","13.7%","7.8%",".244","1.65",".259","75.9%","189","200","158","6.97","7.66","-0.70","6.20","4.74","19444"
"Adam Oller","OAK","5.87","7.04","0.83","2.35","12.8%","15.4%","-2.6%",".299","2.04",".303","59.1%","244","205","170","9.00","7.81","1.19","6.69","6.18","20132"
"Jesus Cruz","ATL","6.23","4.15","1.50","3.12","15.4%","10.3%","5.1%",".235","1.38",".200","79.5%","146","196","132","6.23","7.96","-1.73","5.36","4.76","20042"
"Alec Mills","CHC","5.60","1.53","3.67","3.57","13.1%","3.6%","9.5%",".359","1.75",".350","57.9%","229","196","135","9.68","8.04","1.64","5.51","4.61","13834"
"Arodys Vizcaino","KCR","4.76","11.12","0.43","1.59","10.3%","24.1%","-13.8%",".182","1.94",".167","72.9%","162","210","215","6.35","8.06","-1.70","8.40","8.13","5498"
"Luke Barker","MIL","6.75","0.00","3.00","4.50","15.8%","0.0%","15.8%",".368","1.75",".357","47.6%","266","197","69","11.25","8.12","3.13","2.73","2.96","19609"
"Tyson Miller","TEX","0.00","12.00","0.00","0.00","0.0%","21.1%","-21.1%",".357","3.00",".357","30.0%","474","208","260","18.00","8.12","9.88","10.11","8.54","19976"
"Jordan Weems","WSN","8.53","8.53","1.00","2.84","18.8%","18.8%","0.0%",".308","2.21",".333","62.5%","234","197","135","9.95","8.17","1.78","5.48","5.60","13190"
"Heath Hembree","PIT","6.61","7.71","0.86","2.76","15.4%","17.9%","-2.6%",".266","1.90",".255","75.0%","173","200","157","7.16","8.20","-1.03","6.41","6.19","11632"
"Anthony Castro","CLE","9.53","7.94","1.20","3.18","20.7%","17.2%","3.4%",".354","2.38",".406","60.7%","207","213","129","7.94","8.23","-0.29","5.09","5.12","19789"
"Tanner Tully","CLE","1.80","9.00","0.20","1.80","3.8%","19.2%","-15.4%",".333","2.40",".316","75.5%","187","215","215","7.20","8.32","-1.12","8.40","8.02","19518"
"Tyler Gilbert","ARI","7.88","3.38","2.33","3.94","19.2%","8.2%","11.0%",".258","1.44",".222","63.4%","185","207","121","7.88","8.37","-0.49","4.92","4.55","17964"
"Jake Brentz","KCR","15.19","18.56","0.82","1.69","23.7%","28.9%","-5.3%",".407","4.13",".588","34.0%","604","218","180","23.63","8.37","15.26","7.05","7.10","17783"
"Matt Koch","SEA","6.23","2.08","3.00","4.15","15.8%","5.3%","10.5%",".278","1.38",".231","62.5%","227","221","131","8.31","8.42","-0.12","5.18","4.85","13420"
"Ethan Roberts","CHC","10.57","7.04","1.50","3.52","23.7%","15.8%","7.9%",".323","2.09",".368","78.1%","194","209","120","8.22","8.59","-0.38","4.87","4.58","24930"
"JC Mejia","MIL","3.86","19.29","0.20","0.00","6.3%","31.3%","-25.0%",".455","4.29",".500","40.0%","547","211","227","23.14","8.69","14.46","9.33","9.92","20617"
"Elvin Rodriguez","DET","7.08","3.98","1.78","3.98","16.7%","9.4%","7.3%",".326","1.82",".311","47.2%","299","224","140","11.51","8.77","2.74","5.51","4.98","20962"
"David McKay","- - -","2.25","9.00","0.25","2.25","5.0%","20.0%","-15.0%",".250","2.00",".214","60.6%","248","234","191","9.00","8.87","0.13","7.48","7.58","19814"
"Jared Solomon","CIN","8.59","6.14","1.40","3.68","19.4%","13.9%","5.6%",".267","1.77",".250","40.8%","279","210","154","12.27","8.98","3.29","6.31","5.07","23425"
"Javy Guerra","- - -","4.32","6.48","0.67","3.24","8.9%","13.3%","-4.4%",".333","2.28",".313","60.8%","286","233","166","10.80","9.00","1.80","6.64","6.10","17292"
"Ian Hamilton","MIN","0.00","3.38","0.00","3.38","0.0%","9.1%","-9.1%",".300","1.50",".222","76.9%","176","233","150","6.75","9.12","-2.37","5.92","6.91","19261"
"Tommy Kahnle","LAD","11.25","4.50","2.50","4.50","31.3%","12.5%","18.8%",".231","1.25",".167","93.8%","166","227","99","6.75","9.37","-2.62","3.98","3.27","11384"
"Sam Clay","WSN","6.23","6.23","1.00","2.08","13.0%","13.0%","0.0%",".188","1.38",".167","58.1%","244","230","177","10.38","9.58","0.81","7.27","4.58","16279"
"Kirk McCarty","CLE","6.00","4.50","1.33","4.50","13.8%","10.3%","3.4%",".346","2.00",".316","70.5%","234","254","143","9.00","9.78","-0.78","5.64","5.35","20555"
"Daniel Duarte","CIN","6.75","10.13","0.67","3.38","14.3%","21.4%","-7.1%",".273","2.25",".250","65.2%","230","231","217","10.13","9.87","0.26","8.91","7.93","17480"
"Greg Holland","TEX","9.64","1.93","5.00","5.79","25.0%","5.0%","20.0%",".316","1.50",".273","71.4%","203","257","71","7.71","9.97","-2.26","2.89","2.82","7196"
"Jerad Eickhoff","PIT","8.31","2.08","4.00","4.15","14.8%","3.7%","11.1%",".435","2.54",".471","35.7%","502","245","158","20.77","10.04","10.73","6.45","4.44","12664"
"Robbie Erlin","LAD","4.50","4.50","1.00","4.50","11.1%","11.1%","0.0%",".250","1.50",".167","62.5%","222","245","144","9.00","10.12","-1.12","5.85","5.72","10354"
"Phillip Diehl","CIN","4.76","4.76","1.00","4.76","10.7%","10.7%","0.0%",".320","1.94",".263","58.8%","253","246","173","11.12","10.53","0.59","7.07","6.29","20030"
"Thomas Hatch","TOR","7.71","3.86","2.00","5.79","15.4%","7.7%","7.7%",".522","3.00",".563","46.3%","485","302","116","19.29","11.69","7.60","4.61","4.31","19264"
"Chad Pinder","OAK","0.00","18.00","0.00","0.00","0.0%","28.6%","-28.6%",".500","4.00",".500","40.0%","732","320","351","27.00","12.12","14.88","13.61","10.69","15191"
"Locke St. John","CHC","18.00","0.00","4.00","9.00","44.4%","0.0%","44.4%",".333","1.50",".333","0.0%","319","293","54","13.50","12.12","1.38","2.10","1.80","16850"
"Nicklaus Snyder","TEX","0.00","27.00","0.00","0.00","0.0%","42.9%","-42.9%",".250","4.00",".250","50.0%","474","313","390","18.00","12.12","5.88","15.10","14.41","23493"
"Spencer Howard","TEX","16.20","2.70","6.00","8.10","37.5%","6.3%","31.3%",".333","1.80",".333","83.3%","320","313","59","12.15","12.12","0.03","2.43","2.14","23252"
"Tommy Romero","TBR","9.82","12.27","0.80","4.91","22.2%","27.8%","-5.6%",".231","2.18",".143","76.9%","270","327","191","9.82","12.12","-2.30","7.47","7.36","23465"
"Jake Reed","NYM","8.31","12.46","0.67","4.15","16.7%","25.0%","-8.3%",".235","2.31",".182","36.6%","425","301","207","16.62","12.12","4.50","8.53","7.27","16209"
"Chris Mazza","TBR","8.44","10.13","0.83","5.06","14.3%","17.1%","-2.9%",".333","2.81",".316","54.7%","325","352","204","11.81","13.05","-1.24","7.98","5.98","14151"
"Dereck Rodriguez","MIN","4.50","6.75","0.67","6.75","10.5%","15.8%","-5.3%",".250","1.75",".091","100.0%","176","364","178","6.75","14.12","-7.37","6.98","6.31","14509"
"Brett Phillips","TBR","0.00","4.50","0.00","6.75","0.0%","9.1%","-9.1%",".450","2.75",".353","44.1%","496","388","233","18.00","14.37","3.63","9.09","8.01","14735"
"Diego Castillo","PIT","4.50","13.50","0.33","4.50","6.7%","20.0%","-13.3%",".545","4.50",".556","23.3%","870","354","233","36.00","14.62","21.38","9.61","6.71","19906"
"Yadier Molina","STL","4.50","0.00","1.00","9.00","8.3%","0.0%","8.3%",".500","3.00",".444","62.5%","450","376","108","18.00","15.12","2.88","4.35","4.68","7007"
"Garrett Stubbs","PHI","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".250","1.00",".000","100.0%","213","379","150","9.00","16.12","-7.12","6.10","5.91","18067"
"Ernie Clement","CLE","0.00","0.00","0.00","9.00","0.0%","0.0%","0.0%",".545","3.00",".444","62.5%","468","421","135","18.00","16.12","1.88","5.35","5.33","20352"
"Sam Howard","PIT","4.50","18.00","0.25","4.50","8.3%","33.3%","-25.0%",".286","3.00",".200","89.3%","217","390","305","9.00","16.12","-7.12","12.60","10.46","16265"
"Josh Harrison","CHW","9.00","9.00","1.00","9.00","20.0%","20.0%","0.0%",".250","2.00",".000","0.0%","473","431","220","18.00","17.12","0.88","8.59","7.74","8202"
"Tayler Saucedo","TOR","0.00","3.38","0.00","10.13","0.0%","6.7%","-6.7%",".429","2.63",".273","100.0%","339","491","179","13.50","18.87","-5.37","7.04","6.25","17888"
"Mike Ford","ATL","0.00","9.00","0.00","9.00","0.0%","20.0%","-20.0%",".250","2.00",".000","0.0%","421","465","221","18.00","19.12","-1.12","9.10","9.13","15585"
"Donovan Walton","SFG","0.00","9.00","0.00","9.00","0.0%","14.3%","-14.3%",".500","4.00",".400","38.5%","668","483","186","27.00","19.12","7.88","7.61","6.79","19314"
"Frank Schwindel","CHC","0.00","3.00","0.00","12.00","0.0%","5.6%","-5.6%",".471","3.00",".308","88.2%","426","516","233","18.00","21.45","-3.45","9.59","9.13","15351"
"Josh VanMeter","PIT","0.00","4.50","0.00","13.50","0.0%","6.7%","-6.7%",".500","4.00",".364","26.3%","761","582","221","31.50","24.12","7.38","9.09","6.60","15170"
"Dee Strange-Gordon","WSN","0.00","27.00","0.00","9.00","0.0%","37.5%","-37.5%",".500","5.00",".333","65.2%","635","667","471","27.00","28.12","-1.12","19.59","13.17","8203"
"Wil Myers","SDP","0.00","0.00","0.00","18.00","0.0%","0.0%","0.0%",".400","2.00",".000","100.0%","448","709","256","18.00","29.12","-11.12","10.58","13.13","10047"
"Max Schrock","CIN","0.00","0.00","0.00","18.00","0.0%","0.0%","0.0%",".700","7.00",".625","47.6%","1023","673","150","45.00","29.12","15.88","6.10","6.19","17750"
"Albert Pujols","STL","0.00","9.00","0.00","18.00","0.0%","14.3%","-14.3%",".500","4.00",".250","0.0%","900","795","221","36.00","32.12","3.88","9.10","7.66","1177"
"Thomas Szapucki","NYM","13.50","20.25","0.67","27.00","15.4%","23.1%","-7.7%",".700","7.50",".750","22.7%","1556","1128","301","60.75","45.87","14.88","12.46","7.85","21065"
"Brian Moran","LAA","0.00","27.00","0.00","27.00","0.0%","20.0%","-20.0%",".750","12.00",".667","76.9%","1401","1302","429","54.00","51.12","2.88","16.59","8.65","9646"
